49, Federal-gov, 105959, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 41, United-States, >50K.
37, Private, 237943, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, Poland, <=50K.
20, Private, 117789, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 10, United-States, <=50K.
59, Private, 113838, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, White, Female, 4650, 0, 37, United-States, <=50K.
17, Private, 278414, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K.
36, Private, 122493, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
57, Private, 110820, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
28, Private, 106141, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 99999, 0, 40, United-States, >50K.
43, Self-emp-not-inc, 215896, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 50, United-States, <=50K.
49, Private, 547108, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 15024, 0, 40, ?, >50K.
50, Federal-gov, 169078, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 40, United-States, >50K.
69, Self-emp-not-inc, 227906, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 3456, 0, 30, Germany, <=50K.
57, Private, 61298, 5th-6th, 3, Separated, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, Ecuador, <=50K.
49, Private, 184285, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
48, Private, 64156, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K.
61, Private, 56248, 1st-4th, 2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 60, United-States, >50K.
51, Private, 171275, 7th-8th, 4, Divorced, Other-service, Not-in-family, Other, Male, 0, 0, 40, Peru, <=50K.
41, Private, 123490, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K.
60, Private, 420842, Assoc-acdm, 12, Divorced, Priv-house-serv, Other-relative, White, Female, 0, 0, 40, ?, <=50K.
40, Private, 51233, Bachelors, 13, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 38, United-States, <=50K.
36, Private, 353263, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
17, Private, 262031, 12th, 8, Never-married, Other-service, Other-relative, White, Male, 0, 0, 20, United-States, <=50K.
50, Private, 334421, Prof-school, 15, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female, 0, 1590, 25, China, <=50K.
24, Private, 200153, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
70, ?, 187972, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
29, Federal-gov, 360186, HS-grad, 9, Never-married, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 368832, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
36, Private, 359131, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
35, Self-emp-not-inc, 295279, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K.
34, Private, 378272, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 150817, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
40, Self-emp-not-inc, 145246, Some-college, 10, Divorced, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
51, Private, 185490, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 217424, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K.
24, Private, 190483, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
50, Self-emp-not-inc, 391016, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K.
38, Private, 30509, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 3908, 0, 50, United-States, <=50K.
28, Private, 267661, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
57, Private, 197369, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
49, Self-emp-not-inc, 393691, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
46, Private, 168441, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K.
47, Self-emp-inc, 85109, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K.
22, Private, 190457, 10th, 6, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
37, Self-emp-not-inc, 289430, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
39, Private, 166697, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
24, Local-gov, 310355, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 20, Germany, <=50K.
31, Private, 300828, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K.
20, Private, 188923, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 37, United-States, <=50K.
36, Private, 167482, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
29, Private, 114968, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 102988, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, Ecuador, >50K.
67, Local-gov, 330144, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 18, United-States, <=50K.
47, Private, 362654, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
35, Private, 179481, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
42, Private, 204817, Bachelors, 13, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 35, United-States, <=50K.
32, Private, 172402, Some-college, 10, Never-married, Adm-clerical, Unmarried, Other, Female, 0, 0, 40, United-States, <=50K.
44, Private, 54611, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, State-gov, 179151, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
17, Private, 30829, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 12, United-States, <=50K.
50, Private, 474229, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
46, Self-emp-not-inc, 246981, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 23, United-States, <=50K.
39, Private, 271610, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K.
25, Private, 179138, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
19, Local-gov, 268722, Some-college, 10, Never-married, Sales, Other-relative, White, Female, 0, 0, 20, United-States, <=50K.
46, Private, 111410, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
37, Local-gov, 125550, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7688, 0, 40, United-States, >50K.
24, Private, 51985, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 302584, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
90, Federal-gov, 311184, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 99, United-States, <=50K.
45, Local-gov, 133969, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Thailand, <=50K.
41, Local-gov, 214242, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1902, 72, United-States, >50K.
29, Private, 372149, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 35, United-States, <=50K.
53, Private, 203967, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 147344, HS-grad, 9, Never-married, Transport-moving, Other-relative, White, Male, 0, 0, 60, ?, <=50K.
45, Self-emp-inc, 139268, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K.
38, Private, 349198, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 21, United-States, >50K.
43, Private, 222756, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2002, 44, United-States, <=50K.
53, Local-gov, 196395, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, >50K.
22, Private, 316304, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 50, United-States, <=50K.
44, Private, 347653, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, Germany, <=50K.
40, Private, 176063, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 60, United-States, >50K.
67, Private, 176835, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
58, Private, 144092, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K.
23, Private, 148709, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K.
31, Federal-gov, 194141, Assoc-voc, 11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
28, Self-emp-inc, 215423, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 70, United-States, <=50K.
52, Self-emp-not-inc, 128378, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 34431, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
21, Private, 180690, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 142712, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 57, United-States, >50K.
43, State-gov, 185619, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, 0, 0, 35, United-States, >50K.
36, Self-emp-not-inc, 358373, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 30, United-States, <=50K.
27, Private, 81648, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
56, Private, 244580, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K.
31, Private, 184570, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
39, State-gov, 210150, Masters, 14, Never-married, Protective-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
22, Local-gov, 212213, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
37, Private, 182148, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 39, United-States, <=50K.
29, Private, 55390, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
58, Private, 66788, HS-grad, 9, Separated, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, Portugal, <=50K.
43, Federal-gov, 265604, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
21, Private, 110677, Some-college, 10, Married-civ-spouse, Other-service, Other-relative, White, Female, 0, 0, 30, United-States, <=50K.
34, Private, 320077, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, >50K.
56, Private, 201817, HS-grad, 9, Widowed, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
43, Private, 142725, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 1887, 80, United-States, >50K.
44, Self-emp-not-inc, 53956, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K.
45, State-gov, 116892, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
33, Private, 34572, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
40, State-gov, 287008, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
66, Local-gov, 30740, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
27, Private, 162104, 7th-8th, 4, Never-married, Priv-house-serv, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
65, Private, 237024, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 35, Mexico, <=50K.
20, Private, 228306, HS-grad, 9, Never-married, Tech-support, Own-child, White, Female, 0, 0, 32, United-States, <=50K.
18, Private, 127388, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
45, Private, 72393, Bachelors, 13, Married-spouse-absent, Prof-specialty, Unmarried, White, Female, 0, 0, 38, United-States, <=50K.
55, Self-emp-inc, 160813, HS-grad, 9, Separated, Sales, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K.
43, Private, 255586, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 342575, Some-college, 10, Never-married, Sales, Own-child, Black, Female, 0, 0, 35, United-States, <=50K.
28, Private, 181466, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 234108, Assoc-acdm, 12, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 66414, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 227307, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 43, United-States, >50K.
23, Private, 157145, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
63, Private, 252457, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
60, Federal-gov, 142769, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
32, Private, 49539, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 3674, 0, 40, United-States, <=50K.
33, Private, 249438, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
30, Private, 289293, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 3908, 0, 40, Dominican-Republic, <=50K.
68, Self-emp-not-inc, 198884, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 25, United-States, <=50K.
53, Local-gov, 229259, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, >50K.
36, Private, 289223, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 1848, 40, United-States, >50K.
23, Private, 42401, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
26, Private, 295055, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
42, State-gov, 214781, Bachelors, 13, Never-married, Prof-specialty, Unmarried, White, Male, 0, 1876, 38, United-States, <=50K.
20, Private, 95552, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
53, Private, 308764, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
36, Private, 185394, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
47, Private, 358382, Some-college, 10, Separated, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
35, Private, 195946, Assoc-acdm, 12, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Thailand, <=50K.
32, Private, 296897, Bachelors, 13, Never-married, Prof-specialty, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
41, Self-emp-not-inc, 230961, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K.
22, Private, 169022, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K.
28, Private, 209301, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1848, 40, United-States, >50K.
42, Private, 252058, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
51, Self-emp-not-inc, 30012, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
33, Private, 202046, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
22, Private, 52262, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K.
60, Private, 96660, HS-grad, 9, Divorced, Sales, Other-relative, White, Female, 0, 0, 33, United-States, <=50K.
50, Self-emp-not-inc, 200618, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
58, Private, 177368, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 3137, 0, 16, United-States, <=50K.
22, Private, 311311, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K.
47, State-gov, 142856, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K.
28, Private, 134890, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 1974, 50, United-States, <=50K.
38, Self-emp-inc, 179579, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
67, State-gov, 173623, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 4931, 0, 30, United-States, <=50K.
76, Self-emp-inc, 99328, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 6514, 0, 40, United-States, >50K.
41, Local-gov, 224799, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K.
57, Self-emp-inc, 231781, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
22, Private, 41763, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
38, Local-gov, 51240, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K.
30, Private, 206923, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, Other, Female, 0, 1977, 40, United-States, >50K.
30, Self-emp-inc, 132601, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
27, Private, 357348, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 2202, 0, 40, United-States, <=50K.
22, Private, 150683, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
40, Self-emp-inc, 188615, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 20, United-States, >50K.
73, Private, 159007, Bachelors, 13, Divorced, Farming-fishing, Other-relative, White, Female, 0, 0, 12, United-States, <=50K.
23, Private, 130959, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 2407, 0, 6, Canada, <=50K.
51, Private, 158746, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 60, United-States, >50K.
29, Private, 498833, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, Nicaragua, <=50K.
46, Private, 193188, Masters, 14, Never-married, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
29, Self-emp-inc, 136277, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 16, United-States, <=50K.
34, Private, 137991, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
38, Self-emp-not-inc, 187098, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K.
62, Private, 176839, Doctorate, 16, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K.
30, State-gov, 185384, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 50, United-States, <=50K.
20, Private, 87867, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 111779, 11th, 7, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 36, United-States, <=50K.
37, Local-gov, 185556, HS-grad, 9, Separated, Protective-serv, Not-in-family, White, Male, 0, 1980, 35, United-States, <=50K.
56, Private, 59469, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Canada, <=50K.
63, Private, 164435, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K.
25, Private, 259336, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, Peru, <=50K.
40, Self-emp-not-inc, 277488, HS-grad, 9, Separated, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
53, Private, 104258, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 141427, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
32, Private, 267052, 10th, 6, Never-married, Farming-fishing, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
33, Private, 114764, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
50, Local-gov, 151143, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
37, Private, 176357, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 190303, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 2463, 0, 15, United-States, <=50K.
28, Private, 220692, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
46, Private, 181970, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
42, Private, 263339, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States, >50K.
21, Self-emp-not-inc, 83704, 9th, 5, Never-married, Sales, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
24, Private, 324960, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
53, Private, 96062, 9th, 5, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
54, Private, 96678, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K.
36, Private, 33435, Assoc-voc, 11, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
52, Self-emp-not-inc, 399008, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 5013, 0, 40, United-States, <=50K.
71, Private, 159722, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 25, United-States, <=50K.
36, Private, 225172, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
52, Private, 135033, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Ecuador, <=50K.
38, Private, 179671, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 48, United-States, <=50K.
56, Private, 182460, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
52, Private, 231196, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
55, Private, 181974, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
31, Private, 326104, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K.
51, Self-emp-inc, 126850, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, <=50K.
23, Private, 33644, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
40, Private, 92649, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
20, Private, 353696, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 28, United-States, <=50K.
36, Private, 238342, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 882849, Bachelors, 13, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
49, Self-emp-inc, 318280, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K.
35, Private, 151322, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 55, United-States, >50K.
31, Self-emp-inc, 111567, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
43, Private, 279996, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
48, Private, 103743, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 2002, 70, United-States, <=50K.
53, Private, 30846, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
26, Private, 191393, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Male, 0, 1380, 40, United-States, <=50K.
35, State-gov, 140564, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 5013, 0, 40, United-States, <=50K.
37, Federal-gov, 243177, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
