40, Private, 271665, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, <=50K.
32, Local-gov, 110100, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
53, Private, 146325, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 383352, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K.
33, Private, 369258, Bachelors, 13, Never-married, Handlers-cleaners, Other-relative, White, Female, 0, 0, 40, Mexico, <=50K.
49, Private, 239865, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, >50K.
52, Private, 200783, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 60, United-States, <=50K.
40, Private, 243580, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 44, United-States, >50K.
36, Private, 132563, Prof-school, 15, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 15, United-States, >50K.
41, Self-emp-not-inc, 390369, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 58, United-States, >50K.
25, Private, 403788, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 36, United-States, <=50K.
26, State-gov, 68346, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 10, ?, <=50K.
59, Private, 136413, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
56, Federal-gov, 208791, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 50, United-States, <=50K.
21, Private, 572285, HS-grad, 9, Never-married, Other-service, Other-relative, White, Female, 0, 0, 20, United-States, <=50K.
45, Private, 90992, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K.
18, Private, 156056, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 12, United-States, <=50K.
20, Private, 194102, Some-college, 10, Never-married, Prof-specialty, Other-relative, White, Male, 0, 0, 12, United-States, <=50K.
42, Private, 149102, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
41, Private, 40151, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
40, Private, 356934, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 45, United-States, >50K.
28, Federal-gov, 72514, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 72, United-States, <=50K.
47, Local-gov, 174126, HS-grad, 9, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
31, Private, 324386, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
56, Private, 159544, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K.
34, Private, 114691, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
49, Private, 222829, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, >50K.
63, Private, 298699, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
38, Private, 216845, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, Mexico, <=50K.
44, Private, 321824, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 20, United-States, <=50K.
56, Private, 97541, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1977, 40, United-States, >50K.
30, Private, 329425, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
38, Self-emp-inc, 148287, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
51, Local-gov, 251346, 9th, 5, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 38, Puerto-Rico, <=50K.
30, Private, 143766, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
56, Private, 49647, Assoc-voc, 11, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K.
50, Private, 233363, 11th, 7, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
54, Local-gov, 180427, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K.
46, Private, 30111, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, >50K.
27, Private, 360527, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
46, Private, 135803, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K.
60, Federal-gov, 608441, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
42, Local-gov, 720428, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, >50K.
36, Private, 269784, 10th, 6, Separated, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
30, Private, 423311, HS-grad, 9, Married-AF-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
43, Private, 343591, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
29, Private, 37088, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
45, ?, 154430, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
22, Private, 113588, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 1741, 30, United-States, <=50K.
46, Private, 190072, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 272132, Prof-school, 15, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, 0, 0, 65, ?, <=50K.
44, Federal-gov, 32000, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K.
30, Self-emp-inc, 164190, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 2258, 45, United-States, <=50K.
17, Private, 233781, 11th, 7, Never-married, Other-service, Own-child, Black, Male, 0, 0, 18, United-States, <=50K.
23, Private, 401762, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
34, Self-emp-not-inc, 169186, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K.
33, Private, 164309, 11th, 7, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 30, United-States, <=50K.
24, Private, 170800, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 37, United-States, <=50K.
32, Private, 37232, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 373403, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
44, Private, 192014, Bachelors, 13, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K.
48, Self-emp-not-inc, 172034, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K.
36, Local-gov, 322770, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 1887, 40, Jamaica, >50K.
39, Private, 269168, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 45, China, >50K.
34, Private, 302570, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 36, United-States, <=50K.
35, Private, 103710, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
30, Self-emp-not-inc, 113364, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
33, Private, 121966, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
35, Private, 416745, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K.
30, Local-gov, 154548, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 65, United-States, <=50K.
45, Private, 188794, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
37, Private, 156266, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
61, ?, 270599, 1st-4th, 2, Widowed, ?, Not-in-family, White, Female, 0, 0, 18, Mexico, <=50K.
36, Private, 19914, Some-college, 10, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K.
31, Private, 246439, Assoc-acdm, 12, Never-married, Tech-support, Own-child, White, Male, 0, 0, 45, United-States, <=50K.
38, Private, 101833, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 3103, 0, 40, United-States, >50K.
32, Private, 177695, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 45, India, <=50K.
23, Private, 167868, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 24, United-States, <=50K.
22, Private, 82561, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
38, Self-emp-not-inc, 31848, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K.
45, ?, 117310, HS-grad, 9, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
40, Private, 355918, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K.
38, Private, 49115, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K.
29, Private, 102875, 11th, 7, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male, 0, 0, 20, United-States, <=50K.
67, ?, 194456, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 10, United-States, <=50K.
52, Self-emp-not-inc, 284648, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 99, United-States, >50K.
52, Self-emp-not-inc, 73134, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
44, Private, 172600, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 10520, 0, 50, United-States, >50K.
61, ?, 244856, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 4386, 0, 40, United-States, >50K.
25, Private, 184303, 7th-8th, 4, Never-married, Priv-house-serv, Other-relative, White, Female, 0, 0, 40, Guatemala, <=50K.
25, State-gov, 154610, Bachelors, 13, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Female, 0, 1719, 15, United-States, <=50K.
33, Private, 260560, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
56, Private, 360770, 1st-4th, 2, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, Dominican-Republic, <=50K.
24, Private, 315877, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K.
58, Private, 128258, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K.
33, Private, 179336, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
20, Self-emp-inc, 168165, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
55, Private, 109015, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 1876, 40, United-States, <=50K.
22, Private, 89154, 1st-4th, 2, Never-married, Other-service, Other-relative, White, Male, 0, 0, 40, El-Salvador, <=50K.
30, ?, 260954, 7th-8th, 4, Never-married, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 85399, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
19, Private, 240841, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 50, United-States, <=50K.
20, Private, 119742, HS-grad, 9, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
24, Private, 30656, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 24, United-States, <=50K.
30, Local-gov, 263561, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K.
25, Private, 108838, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
21, Private, 259351, HS-grad, 9, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male, 0, 0, 40, Mexico, <=50K.
42, Private, 159449, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
53, Self-emp-not-inc, 195322, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 30, United-States, <=50K.
38, Self-emp-not-inc, 179481, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K.
40, State-gov, 195388, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
51, Private, 123429, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Federal-gov, 116580, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, United-States, >50K.
21, Private, 270043, Some-college, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
49, Self-emp-not-inc, 232586, Bachelors, 13, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K.
52, Private, 164519, HS-grad, 9, Widowed, Adm-clerical, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K.
33, Self-emp-not-inc, 141118, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 55, United-States, >50K.
27, Private, 177955, Bachelors, 13, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, Mexico, <=50K.
45, Local-gov, 149337, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Italy, >50K.
45, Private, 68896, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 48, ?, <=50K.
27, Private, 22422, Some-college, 10, Never-married, Sales, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 215453, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 43, Mexico, <=50K.
30, Local-gov, 170772, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 36011, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 2057, 45, United-States, <=50K.
35, Private, 133839, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K.
48, Federal-gov, 50567, Some-college, 10, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
42, Self-emp-inc, 203233, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 99, United-States, >50K.
46, Private, 187510, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K.
24, Federal-gov, 290625, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 41, United-States, <=50K.
39, Private, 127573, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 30, United-States, >50K.
27, Private, 50316, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 169473, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K.
46, Private, 25894, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, India, >50K.
44, Private, 106900, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
43, Private, 157473, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, 0, 0, 48, United-States, >50K.
31, Private, 122612, Masters, 14, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female, 0, 0, 25, Japan, >50K.
17, Private, 132187, 10th, 6, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States, <=50K.
25, ?, 52151, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 2, United-States, <=50K.
31, Private, 212705, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K.
38, Private, 436361, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 20, United-States, >50K.
38, Private, 184456, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, Greece, <=50K.
69, Local-gov, 142297, 10th, 6, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 17, United-States, <=50K.
60, Federal-gov, 54701, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
34, Private, 245211, Masters, 14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Poland, >50K.
50, Private, 98975, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 15024, 0, 40, United-States, >50K.
31, Private, 463601, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K.
26, Private, 297991, Bachelors, 13, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female, 0, 1977, 75, Cambodia, >50K.
36, Private, 196554, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 40, United-States, >50K.
23, Private, 113511, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
17, Private, 152710, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
30, Private, 147171, Some-college, 10, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female, 0, 0, 40, Trinadad&Tobago, <=50K.
54, Private, 52724, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 177482, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
58, Private, 219537, 7th-8th, 4, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
33, Private, 350106, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 34, United-States, <=50K.
30, Private, 197947, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, Puerto-Rico, <=50K.
21, Private, 253583, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 45, United-States, <=50K.
26, Private, 58751, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 206889, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 151399, 12th, 8, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
40, Local-gov, 50563, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 55, United-States, >50K.
31, Private, 63861, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 34, United-States, <=50K.
47, Private, 165517, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K.
59, ?, 43103, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
21, ?, 123983, Some-college, 10, Never-married, ?, Own-child, Other, Male, 0, 0, 20, United-States, <=50K.
45, Self-emp-not-inc, 32172, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K.
30, Private, 192644, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
52, Self-emp-inc, 230919, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K.
68, Private, 115772, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, Scotland, <=50K.
66, Self-emp-not-inc, 51687, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, <=50K.
26, Private, 191803, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
43, Private, 170721, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
20, ?, 132053, HS-grad, 9, Never-married, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
36, Private, 170842, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, <=50K.
22, ?, 51973, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
21, ?, 72621, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 45, United-States, <=50K.
20, State-gov, 205895, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, <=50K.
53, Self-emp-inc, 99185, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 80, Greece, <=50K.
30, Private, 149726, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 7688, 0, 40, United-States, >50K.
38, Private, 372525, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 45, United-States, >50K.
21, Private, 165107, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
47, Local-gov, 273767, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
61, Private, 227266, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
49, Federal-gov, 89334, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
44, Private, 199202, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, <=50K.
23, Private, 326587, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
49, Self-emp-not-inc, 144351, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 25, United-States, <=50K.
56, Federal-gov, 119254, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
62, Private, 193881, Masters, 14, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
77, Private, 271000, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, >50K.
17, ?, 74685, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
34, Private, 123291, 10th, 6, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
33, Local-gov, 557359, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
25, Private, 197403, Assoc-voc, 11, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 184245, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, Columbia, <=50K.
21, Private, 92898, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
51, Private, 105788, 5th-6th, 3, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, Scotland, <=50K.
22, ?, 205940, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
45, Private, 212120, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K.
35, Private, 351772, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 45, United-States, >50K.
33, Private, 309582, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 7298, 0, 50, United-States, >50K.
28, Private, 244650, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Female, 0, 1602, 25, United-States, <=50K.
58, Self-emp-not-inc, 290670, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
64, Self-emp-not-inc, 167877, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K.
37, Private, 454024, HS-grad, 9, Married-civ-spouse, Other-service, Other-relative, Black, Female, 0, 0, 35, United-States, <=50K.
28, Private, 125531, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K.
22, Private, 220603, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
59, Private, 180645, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 98725, 10th, 6, Divorced, Handlers-cleaners, Unmarried, White, Female, 0, 0, 60, United-States, <=50K.
46, Private, 431515, Bachelors, 13, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 122612, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, South, <=50K.
23, Federal-gov, 190290, HS-grad, 9, Never-married, Armed-Forces, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
76, Private, 174839, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 9386, 0, 25, United-States, >50K.
46, Federal-gov, 83610, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
50, Private, 273534, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 30, United-States, <=50K.
26, Private, 383885, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 50, United-States, <=50K.
19, Private, 188618, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 24, United-States, <=50K.
35, Private, 95653, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 56, United-States, <=50K.
61, Private, 204908, 11th, 7, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 36, United-States, <=50K.
41, Private, 221172, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 97723, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K.
