25, Private, 306908, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
29, State-gov, 214881, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Honduras, >50K.
47, Private, 332465, Some-college, 10, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 165218, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K.
20, Private, 34506, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
30, Local-gov, 79190, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
48, Self-emp-not-inc, 79001, Assoc-acdm, 12, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
22, Private, 137876, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K.
57, Federal-gov, 40103, 10th, 6, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
24, Self-emp-inc, 145964, Assoc-acdm, 12, Never-married, Sales, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K.
32, Private, 268282, 7th-8th, 4, Married-spouse-absent, Farming-fishing, Other-relative, White, Male, 0, 0, 35, Mexico, <=50K.
67, Local-gov, 272587, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 1086, 0, 15, United-States, <=50K.
22, Private, 220993, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 88676, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 185386, 5th-6th, 3, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 42, Mexico, <=50K.
37, Private, 177420, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, >50K.
20, ?, 203353, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
30, Private, 100734, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
32, State-gov, 181119, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
23, ?, 172232, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 243678, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
39, Self-emp-inc, 170174, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
48, Private, 102202, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 50, United-States, <=50K.
38, Private, 249720, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
25, Private, 167835, Assoc-voc, 11, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
22, Private, 266780, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 24, United-States, <=50K.
17, Private, 173740, 10th, 6, Never-married, Sales, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K.
44, Private, 40024, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 52, United-States, >50K.
28, Private, 193260, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 50, South, >50K.
18, Private, 175752, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
37, Private, 202662, 10th, 6, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
26, Private, 167350, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
43, Private, 412379, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 28, United-States, <=50K.
23, Self-emp-not-inc, 121568, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 1504, 40, United-States, <=50K.
43, Private, 56651, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K.
45, Private, 238567, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, >50K.
34, Private, 144949, HS-grad, 9, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
42, Private, 234633, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
22, Private, 147397, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K.
38, Private, 247547, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
35, Private, 266645, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Private, 154897, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 50, United-States, <=50K.
44, Private, 112507, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
45, Federal-gov, 110884, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 45, India, >50K.
25, Private, 151588, Some-college, 10, Married-spouse-absent, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
54, Local-gov, 217210, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 0, 1887, 38, United-States, >50K.
22, ?, 185357, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 50, United-States, <=50K.
47, Private, 139701, 5th-6th, 3, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Dominican-Republic, <=50K.
36, Private, 50707, Bachelors, 13, Divorced, Priv-house-serv, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
48, Private, 370119, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 2415, 50, United-States, >50K.
66, Self-emp-not-inc, 252842, HS-grad, 9, Never-married, Farming-fishing, Other-relative, White, Male, 0, 0, 20, United-States, <=50K.
58, Private, 106707, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 48, United-States, <=50K.
25, Private, 149486, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
30, Private, 427541, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Female, 99999, 0, 40, United-States, >50K.
51, Self-emp-not-inc, 22154, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 144949, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 2559, 40, United-States, >50K.
20, Private, 228686, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
57, Self-emp-not-inc, 113010, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
23, Federal-gov, 361278, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
33, Self-emp-not-inc, 109509, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
47, Private, 172155, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 37, Ecuador, >50K.
54, Private, 204304, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
75, Private, 233362, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Self-emp-inc, 141609, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
51, Private, 179479, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 3325, 0, 40, Yugoslavia, <=50K.
32, Private, 193565, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 314539, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 208908, Some-college, 10, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
41, Self-emp-not-inc, 375526, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K.
31, Private, 291494, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
41, Private, 117747, Bachelors, 13, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Vietnam, <=50K.
56, Private, 331569, HS-grad, 9, Married-civ-spouse, Sales, Wife, Black, Female, 0, 0, 36, United-States, <=50K.
46, Private, 146786, 10th, 6, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
59, Private, 147098, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
31, Private, 137076, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 223811, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 23, United-States, <=50K.
69, Private, 172354, Assoc-voc, 11, Widowed, Adm-clerical, Not-in-family, White, Female, 1848, 0, 50, United-States, <=50K.
35, Private, 154410, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K.
58, Private, 277203, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 38, United-States, <=50K.
21, Private, 97295, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
60, Private, 95680, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 45, United-States, >50K.
29, Private, 328981, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
29, Self-emp-not-inc, 75435, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
53, Private, 116288, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
43, Federal-gov, 136105, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 1848, 40, United-States, >50K.
55, Local-gov, 134042, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K.
29, Private, 253003, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 2258, 45, United-States, >50K.
37, Private, 193106, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K.
37, Private, 117528, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
41, Private, 194537, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
57, Private, 195820, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K.
41, Private, 265671, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
18, ?, 90636, Some-college, 10, Never-married, ?, Own-child, Amer-Indian-Eskimo, Female, 594, 0, 40, United-States, <=50K.
57, Private, 166107, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, 0, 0, 40, ?, <=50K.
49, Federal-gov, 106207, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
61, Private, 187135, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 56, United-States, <=50K.
44, Private, 231793, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 52, United-States, <=50K.
20, ?, 228326, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 60, United-States, <=50K.
36, Self-emp-not-inc, 125933, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 5178, 0, 50, United-States, >50K.
29, Local-gov, 211032, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 72, United-States, >50K.
51, Local-gov, 125796, 11th, 7, Never-married, Farming-fishing, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
19, Private, 29526, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 32, United-States, <=50K.
53, Private, 158993, 10th, 6, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
43, Private, 116379, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 60, China, >50K.
42, Private, 201343, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 2885, 0, 40, United-States, <=50K.
44, Private, 402718, 1st-4th, 2, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
37, Self-emp-inc, 98360, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, Self-emp-not-inc, 285580, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 25, United-States, <=50K.
27, ?, 119851, Some-college, 10, Divorced, ?, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K.
30, Private, 325509, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K.
56, Private, 204745, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 3325, 0, 45, United-States, <=50K.
58, Private, 152874, Some-college, 10, Widowed, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
20, Private, 139715, HS-grad, 9, Never-married, Craft-repair, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
36, Private, 141584, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
26, Private, 156848, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 40151, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K.
24, Private, 50648, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 45, United-States, <=50K.
26, Private, 122920, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 56, United-States, <=50K.
19, Local-gov, 91571, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
21, Private, 227220, HS-grad, 9, Never-married, Other-service, Other-relative, White, Female, 0, 0, 33, United-States, <=50K.
43, State-gov, 344519, Doctorate, 16, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K.
20, Private, 133061, Some-college, 10, Never-married, Transport-moving, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
47, Private, 219054, HS-grad, 9, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
62, Local-gov, 194276, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K.
46, Self-emp-inc, 168211, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 60, United-States, <=50K.
54, Local-gov, 220054, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K.
43, Self-emp-inc, 405601, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K.
34, Private, 240979, HS-grad, 9, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 80, United-States, <=50K.
47, Local-gov, 202606, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
58, Private, 220896, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
20, Private, 24274, HS-grad, 9, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 35, United-States, <=50K.
26, Private, 263444, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, White, Male, 14344, 0, 40, United-States, >50K.
51, Local-gov, 99064, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, <=50K.
53, Private, 203967, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K.
53, State-gov, 94186, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 0, 0, 37, United-States, <=50K.
68, ?, 110931, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K.
46, Local-gov, 66934, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 45, United-States, <=50K.
32, Self-emp-inc, 196385, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 47012, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 216013, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
67, Self-emp-not-inc, 98921, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K.
23, Private, 320294, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
27, Private, 247102, 10th, 6, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
65, Private, 155632, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 25, United-States, <=50K.
22, Self-emp-inc, 120753, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 50, United-States, <=50K.
27, Private, 213921, Some-college, 10, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 30, Mexico, <=50K.
30, Private, 94235, 11th, 7, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
44, Private, 84141, Bachelors, 13, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 65, United-States, <=50K.
35, Private, 237943, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 225895, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Local-gov, 126569, Bachelors, 13, Divorced, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
42, State-gov, 172307, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K.
32, Private, 111520, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 34, United-States, <=50K.
53, Private, 283079, 1st-4th, 2, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K.
41, Private, 109969, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
65, Private, 146159, 7th-8th, 4, Widowed, Priv-house-serv, Not-in-family, Black, Female, 0, 1668, 31, United-States, <=50K.
22, State-gov, 247319, Some-college, 10, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 60, United-States, <=50K.
65, Local-gov, 200764, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 16, United-States, >50K.
21, Private, 123868, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 137063, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 65, United-States, <=50K.
24, Private, 112137, Bachelors, 13, Never-married, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 50, South, <=50K.
39, Private, 188069, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 15024, 0, 50, United-States, >50K.
52, Private, 102828, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
18, Private, 187221, HS-grad, 9, Never-married, Other-service, Other-relative, White, Female, 0, 0, 12, El-Salvador, <=50K.
62, Private, 343982, 10th, 6, Widowed, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
28, Self-emp-not-inc, 146949, 10th, 6, Never-married, Sales, Own-child, White, Male, 0, 0, 80, United-States, <=50K.
41, Private, 150011, Bachelors, 13, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
28, Private, 107812, 9th, 5, Never-married, Transport-moving, Not-in-family, White, Male, 6849, 0, 35, United-States, <=50K.
43, Private, 207392, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 3103, 0, 70, United-States, >50K.
61, State-gov, 140851, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
26, Private, 216842, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K.
34, Private, 112115, Bachelors, 13, Never-married, Exec-managerial, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
21, Local-gov, 185279, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
60, Private, 194980, HS-grad, 9, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K.
28, Private, 189530, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States, <=50K.
32, Self-emp-not-inc, 38158, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 7298, 0, 70, United-States, >50K.
55, ?, 246219, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 2105, 0, 40, United-States, <=50K.
51, Private, 143822, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
48, Private, 300851, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 56, United-States, <=50K.
37, Private, 184874, HS-grad, 9, Divorced, Tech-support, Unmarried, White, Female, 1151, 0, 40, United-States, <=50K.
40, Private, 83827, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, England, <=50K.
44, Private, 112847, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K.
27, Private, 581128, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
55, Self-emp-not-inc, 202652, Assoc-voc, 11, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 30, United-States, <=50K.
40, Private, 171888, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 24, United-States, >50K.
30, Private, 45427, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K.
36, Private, 185848, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
74, Private, 282553, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
34, Federal-gov, 153614, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
48, Private, 65353, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 42, United-States, <=50K.
44, Private, 244172, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
48, Private, 148995, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Male, 14084, 0, 45, United-States, >50K.
25, Private, 274228, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K.
33, Private, 156383, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K.
49, Private, 47403, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, >50K.
75, ?, 226593, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
33, Self-emp-not-inc, 94041, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 1974, 30, United-States, <=50K.
29, Private, 271710, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
47, Federal-gov, 231797, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 55, United-States, >50K.
33, Private, 188403, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K.
65, Private, 444725, Prof-school, 15, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 48, Hungary, >50K.
17, Private, 242605, 10th, 6, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States, <=50K.
58, Private, 244605, Bachelors, 13, Widowed, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
55, Private, 335276, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
37, Self-emp-not-inc, 284616, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 48, United-States, <=50K.
60, Private, 162151, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K.
25, Private, 60358, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, <=50K.
34, Private, 151693, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
20, ?, 369907, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
26, Private, 171636, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 72, United-States, <=50K.
34, Private, 118901, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
48, State-gov, 28419, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
34, Private, 608881, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
31, Self-emp-inc, 112564, Some-college, 10, Never-married, Sales, Other-relative, White, Male, 0, 0, 40, ?, <=50K.
25, Private, 171472, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 42, United-States, <=50K.
20, Private, 236804, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 15, United-States, <=50K.
38, Private, 212252, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K.
69, Private, 119907, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
27, Local-gov, 352797, HS-grad, 9, Married-spouse-absent, Sales, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
32, Private, 97281, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
65, Private, 154351, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Female, 2993, 0, 40, United-States, <=50K.
22, Private, 117606, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 8, United-States, <=50K.
